,Unnamed: 0,type,text
800,800,ham,O we cant see if we can join denis and mina? Or does denis want alone time
801,801,ham,"Sorry pa, i dont knw who ru pa?"
802,802,ham,Hi :)finally i completed the course:)
803,803,ham,I am back. Good journey! Let me know if you need any of the receipts. Shall i tell you like the pendent?
804,804,ham,"Sometimes we put walls around our hearts,not just to be safe from getting hurt.. But to find out who cares enough to break the walls &amp; get closer.. GOODNOON:)"
805,805,ham,K.k.this month kotees birthday know?
806,806,ham,:-( sad puppy noise
807,807,ham,Surely result will offer:)
808,808,ham,"K, wat s tht incident?"
809,809,spam,Am new 2 club & dont fink we met yet Will B gr8 2 C U Please leave msg 2day wiv ur area 09099726553 reply promised CARLIE x Callså£1/minMobsmore LKPOBOX177HP51FL
810,810,ham,Dear good morning how you feeling dear
811,811,ham,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas
812,812,ham,Yes fine 
813,813,spam,We tried to contact you re your reply to our offer of a Video Phone 750 anytime any network mins Half Price Line Rental Camcorder Reply or call 08000930705
814,814,ham,Ok. I asked for money how far
815,815,ham,Call me when u finish then i come n pick u.
816,816,ham,Going thru a very different feeling.wavering decisions and coping up with the same is the same individual.time will heal everything i believe.
817,817,ham,I dunno they close oredi not... ÌÏ v ma fan...
818,818,ham,Maybe?! Say hi to  and find out if  got his card. Great escape or wetherspoons? 
819,819,ham,Arun can u transfr me d amt
820,820,ham,Me fine..absolutly fine
821,821,ham,"I wasn't well babe, i have swollen glands at my throat ... What did you end up doing ?"
822,822,ham,Taka lor. Wat time u wan 2 come n look 4 us?
823,823,ham,He like not v shock leh. Cos telling shuhui is like telling leona also. Like dat almost all know liao. He got ask me abt ur reaction lor.
824,824,ham,"Just gettin a bit arty with my collages at the mo, well tryin 2 ne way! Got a roast in a min lovely i shall enjoy that!"
825,825,ham,Thank you. do you generally date the brothas?
826,826,ham,"Ya ok, vikky vl c witin  &lt;#&gt; mins and il reply u.."
827,827,ham,I am going to film 2day da. At 6pm. Sorry da.
828,828,ham,MY NEW YEARS EVE WAS OK. I WENT TO A PARTY WITH MY BOYFRIEND. WHO IS THIS SI THEN HEY
829,829,ham,"Ok that would b lovely, if u r sure. Think about wot u want to do, drinkin, dancin, eatin, cinema, in, out, about... Up to u! Wot about ? "
830,830,ham,Ahhh. Work. I vaguely remember that! What does it feel like? Lol
831,831,spam,Urgent Please call 09066612661 from landline. å£5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE award. 20M12AQ. 150ppm. 16+ ÛÏ
832,832,ham,"It doesnt make sense to take it there unless its free. If you need to know more, wikipedia.com"
833,833,ham,Ok thanx...
834,834,ham,"Perhaps * is much easy give your account identification, so i will tomorrow at UNI"
835,835,ham,Ha ha - had popped down to the loo when you hello-ed me. Hello!
836,836,ham,tap & spile at seven. * Is that pub on gas st off broad st by canal. Ok?
837,837,ham,I though we shd go out n have some fun so bar in town or something ÛÒ sound ok?
838,838,ham,I love u 2 babe! R u sure everything is alrite. Is he being an idiot? Txt bak girlie
839,839,ham,Hmmm...k...but i want to change the field quickly da:-)i wanna get system administrator or network administrator..
840,840,ham,Are you this much buzy
841,841,ham,"Found it, ENC  &lt;#&gt; , where you at?"
842,842,ham,My tuition is at 330. Hm we go for the 1120 to 1205 one? Do you mind?
843,843,ham,Yeah. I got a list with only u and Joanna if I'm feeling really anti social
844,844,ham,I am 6 ft. We will be a good combination!
845,845,ham,Where u been hiding stranger?
846,846,ham,Yup...
847,847,ham,Dunno cos i was v late n when i reach they inside already... But we ate spageddies lor... It's e gals who r laughing at me lor...
848,848,ham,"Ok da, i already planned. I wil pick you."
849,849,ham,"Awesome, think we can get an 8th at usf some time tonight?"
850,850,ham,I can't believe how attached I am to seeing you every day. I know you will do the best you can to get to me babe. I will go to teach my class at your midnight
851,851,ham,"Aight, I'll text you when I'm back"
852,852,ham,o turns out i had stereo love on mi phone under the unknown album.
853,853,ham,Probably earlier than that if the station's where I think it is
854,854,ham,Please ask mummy to call father
855,855,spam,important information 4 orange user . today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!
856,856,ham,See the forwarding message for proof
857,857,spam,Ur TONEXS subscription has been renewed and you have been charged å£4.50. You can choose 10 more polys this month. www.clubzed.co.uk *BILLING MSG*
858,858,ham,Even i cant close my eyes you are in me our vava playing umma :-D
859,859,ham,I don't know but I'm raping dudes at poker
860,860,ham,"Wow ... I love you sooo much, you know ? I can barely stand it ! I wonder how your day goes and if you are well, my love ... I think of you and miss you"
861,861,ham,Just taste fish curry :-P
862,862,spam,"Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. å£1.50 increments. Help08718728876"
863,863,ham,Just sleeping..and surfing
864,864,ham,Oh ho. Is this the first time u use these type of words
865,865,ham,Hahaha..use your brain dear
866,866,spam,YOU ARE CHOSEN TO RECEIVE A å£350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.
867,867,ham,"Set a place for me in your heart and not in your mind, as the mind easily forgets but the heart will always remember. Wish you Happy Valentines Day!"
868,868,ham,Ok try to do week end course in coimbatore.
869,869,ham,Ok... Thanx... Gd nite 2 Ì_ too...
870,870,ham,I.ll get there tomorrow and send it to you
871,871,ham,Where's my boytoy? I miss you ... What happened?
872,872,ham,Wot about on wed nite I am 3 then but only til 9!
873,873,ham,Wat so late still early mah. Or we juz go 4 dinner lor. Aiya i dunno...
874,874,ham,I wont touch you with out your permission.
875,875,ham,Oh god i am happy to see your message after 3 days
876,876,ham,R u still working now?
877,877,ham,HIYA STU WOT U UP 2.IM IN SO MUCH TRUBLE AT HOME AT MOMENT EVONE HATES ME EVEN U! WOT THE HELL AV I DONE NOW? Y WONT U JUST TELL ME TEXT BCK PLEASE LUV DAN 
878,878,spam,URGENT! Your Mobile number has been awarded a <UKP>2000 prize GUARANTEED. Call 09061790125 from landline. Claim 3030. Valid 12hrs only 150ppm
879,879,ham,The new deus ex game comin early next yr
880,880,ham,So i'm doing a list of buyers.
881,881,ham,K. I will sent it again
882,882,ham,"Yeah there's quite a bit left, I'll swing by tomorrow when I get up"
883,883,ham,"Damn, poor zac doesn't stand a chance"
884,884,ham,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu
885,885,ham,His frens go then he in lor. Not alone wif my mum n sis lor.
886,886,ham,Yes I started to send requests to make it but pain came back so I'm back in bed. Double coins at the factory too. I gotta cash in all my nitros.
887,887,ham,"Not yet chikku..going to room nw, i'm in bus.."
888,888,ham,ELLO BABE U OK?
889,889,ham,Only saturday and sunday holiday so its very difficult:)
890,890,ham,Will be out of class in a few hours. Sorry
891,891,ham,"I had been hoping i would not have to send you this message. My rent is due and i dont have enough for it. My reserves are completely gone. Its a loan i need and was hoping you could her. The balance is  &lt;#&gt; . Is there a way i could get that from you, till mid march when i hope to pay back."
892,892,ham,Oh ok..
893,893,ham,"Wishing you and your family Merry \X\"" mas and HAPPY NEW Year in advance.."""
894,894,spam,"U can WIN å£100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription"
895,895,ham,Horrible u eat macs eat until u forgot abt me already rite... U take so long 2 reply. I thk it's more toot than b4 so b prepared. Now wat shall i eat?
896,896,ham,I will once i get home
897,897,ham,Dear got train and seat mine lower seat
898,898,ham,"Dear, will call Tmorrow.pls accomodate."
899,899,ham,That's y we haf to combine n c how lor...
900,900,ham,Haha... They cant what... At the most tmr forfeit... haha so how?
901,901,ham,yeah sure thing mate haunt got all my stuff sorted but im going sound anyway promoting hex for .by the way who is this? dont know number. Joke
902,902,ham,Hope you are feeling great. Pls fill me in. Abiola
903,903,ham,Can you do online transaction?
904,904,ham,Your gonna have to pick up a $1 burger for yourself on your way home. I can't even move. Pain is killing me.
905,905,ham,ITS A LAPTOP TAKE IT WITH YOU.
906,906,ham,Lol that's different. I don't go trying to find every real life photo you ever took.
907,907,ham,You still around? I could use a half-8th
908,908,ham,No we sell it all so we'll have tons if coins. Then sell our coins to someone thru paypal. Voila! Money back in life pockets:)
909,909,ham,"Yeah, probably here for a while"
910,910,ham,"Wishing you and your family Merry \X\"" mas and HAPPY NEW Year in advance.."""
911,911,ham,"My mobile number.pls sms ur mail id.convey regards to achan,amma.Rakhesh.Qatar"
912,912,ham,No problem baby. Is this is a good time to talk? I called and left a message.
913,913,ham,Hey mr  and I are going to the sea view and having a couple of gays I mean games! Give me a bell when ya finish 
914,914,spam,URGENT This is our 2nd attempt to contact U. Your å£900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893
915,915,ham,Send me your resume:-)
916,916,ham,Lol boo I was hoping for a laugh
917,917,spam,More people are dogging in your area now. Call 09090204448 and join like minded guys. Why not arrange 1 yourself. There's 1 this evening. Aå£1.50 minAPN LS278BB
918,918,ham,I sent them. Do you like?
919,919,ham,Remember on that day..
920,920,ham,Oh k.k..where did you take test?
921,921,ham,Dude ive been seeing a lotta corvettes lately
922,922,ham,I wonder if you'll get this text?
923,923,ham,Nice.nice.how is it working?
924,924,ham,U attend ur driving lesson how many times a wk n which day?
925,925,ham,"Each Moment in a day,has its own value-Morning brings hope,afternoon brings faith,Evening brings luv,Night brings rest,Wish u find them all today.Good Morning"
926,926,ham,Did u find a sitter for kaitlyn? I was sick and slept all day yesterday.
927,927,ham,Jus finished avatar nigro
928,928,ham,"Oh, yes, I've just been a little under the weather so i've kind of been coccooning at home"
929,929,ham,Company is very good.environment is terrific and food is really nice:)
930,930,ham,Hi di is yijue we're meeting at 7 pm at esaplanade tonight.
931,931,ham,I know you mood off today
932,932,spam,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.
933,933,ham,You'll never believe this but i have actually got off at taunton. Wow
934,934,ham,Wat happened to the cruise thing
935,935,ham,Me hungry buy some food good lei... But mum n yun dun wan juz buy a little bit... 
936,936,ham,"That's the trouble with classes that go well - you're due a dodgey one Û_ Expecting mine tomo! See you for recovery, same time, same place "
937,937,ham,Joy's father is John. Then John is the NAME of Joy's father. Mandan
938,938,ham,Send his number and give reply tomorrow morning for why you said that to him like that ok
939,939,ham,"Its so common hearin How r u? Wat r u doing? How was ur day? So let me ask u something different. Did u smile today? If not, do it now.... Gud evng."
940,940,ham,Nothing just getting msgs by dis name wit different no's..
941,941,ham,When is school starting. Where will you stay. What's the weather like. And the food. Do you have a social support system like friends in the school. All these things are important.
942,942,ham,Haiyoh... Maybe your hamster was jealous of million
943,943,ham,Please sen :)my kind advice :-)please come here and try:-)
944,944,ham,ÌÏ still got lessons?  ÌÏ in sch?
945,945,ham,Nothing but we jus tot u would ask cos u ba gua... But we went mt faber yest... Yest jus went out already mah so today not going out... Jus call lor...
946,946,spam,U have won a nokia 6230 plus a free digital camera. This is what u get when u win our FREE auction. To take part send NOKIA to 83383 now. POBOX114/14TCR/W1 16
947,947,spam,Not heard from U4 a while. Call me now am here all night with just my knickers on. Make me beg for it like U did last time 01223585236 XX Luv Nikiyu4.net
948,948,ham,"Sir, Waiting for your mail."
949,949,ham,"Sun cant come to earth but send luv as rays. cloud cant come to river but send luv as rain. I cant come to meet U, but can send my care as msg to U. Gud evng"
950,950,ham,"Yeah probably, I still gotta check out with leo"
951,951,ham,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng
952,952,ham,Am not interested to do like that.
953,953,ham,Nope i'll come online now..
954,954,ham,X course it 2yrs. Just so her messages on messenger lik you r sending me
955,955,ham,Am surfing online store. For offers do you want to buy any thing.
956,956,ham,U repeat e instructions again. Wat's e road name of ur house?
957,957,ham,"I don't think I can get away for a trek that long with family in town, sorry"
958,958,ham,We have all rounder:)so not required:)
959,959,ham,"I think IÛ÷m waiting for the same bus! Inform me when you get there, if you ever get there."
960,960,ham,Ok... Then r we meeting later?
961,961,ham,Dont kick coco when he's down
962,962,spam,Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs
963,963,ham,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st \Ur Lovely Friendship\""... good morning dear"""
964,964,ham,Can you do a mag meeting this avo at some point?
965,965,ham,Stupid.its not possible
966,966,ham,"Tick, tick, tick .... Where are you ? I could die of loneliness you know ! *pouts* *stomps feet* I need you ..."
967,967,spam,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access! www.telediscount.co.uk
968,968,ham,Nvm it's ok...
969,969,ham,"Sweet, we may or may not go to 4U to meet carlos so gauge patty's interest in that"
970,970,ham,Hey sexy buns! What of that day? No word from you this morning on YM ... :-( ... I think of you
971,971,ham,But i'm surprised she still can guess right lor...
972,972,ham,En chikku nange bakra msg kalstiya..then had tea/coffee?
973,973,spam,FREE MSG:We billed your mobile number by mistake from shortcode 83332.Please call 08081263000 to have charges refunded.This call will be free from a BT landline
974,974,ham,Alright. I'm out--have a good night!
975,975,ham,HCL chennai requires FRESHERS for voice process.Excellent english needed.Salary upto  &lt;#&gt; .Call Ms.Suman  &lt;#&gt;  for Telephonic interview -via Indyarocks.com
976,976,ham,I'm working technical support :)voice process.networking field.
977,977,ham,Den wat will e schedule b lk on sun?
978,978,ham,Also remember to get dobby's bowl from your car
979,979,ham,I am sorry it hurt you.
980,980,ham,Yo theres no class tmrw right?
981,981,ham,"Hi, wlcome back, did wonder if you got eaten by a lion or something, nothing much"
982,982,ham,Your pussy is perfect!
983,983,ham,NOT MUCH NO FIGHTS. IT WAS A GOOD NITE!!
984,984,ham,Here got lots of hair dresser fr china.
985,985,ham,"And that is the problem. You walk around in \julianaland\"" oblivious to what is going on around you. I say the same things constantly and they go in one ear and out the other while you go off doing whatever you want to do. It's not that you don't know why I'm upset--it's that you don't listen when i tell you WHAT is going to upset me. Then you want to be surprised when I'm mad."""
986,986,ham,"Indians r poor but India is not a poor country. Says one of the swiss bank directors. He says that \ &lt;#&gt;  lac crore\"" of Indian money is deposited in swiss banks which can be used for 'taxless' budget for  &lt;#&gt;  yrs. Can give  &lt;#&gt;  crore jobs to all Indians. From any village to Delhi 4 lane roads. Forever free power suply to more than  &lt;#&gt;  social projects. Every citizen can get monthly  &lt;#&gt; /- for  &lt;#&gt;  yrs. No need of World Bank &amp; IMF loan. Think how our money is blocked by rich politicians. We have full rights against corrupt politicians. Itna forward karo ki pura INDIA padhe.g.m.\"""""
987,987,ham,Awww dat is sweet! We can think of something to do he he! Have a nice time tonight ill probably txt u later cos im lonely :( xxx.
988,988,ham,Hurry home u big butt. Hang up on your last caller if u have to. Food is done and I'm starving. Don't ask what I cooked.
989,989,ham,Just woke up. Yeesh its late. But I didn't fall asleep til &lt;#&gt; am :/
990,990,ham,The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...
991,991,ham,"The gas station is like a block away from my house, you'll drive right by it since armenia ends at swann and you have to take howard"
992,992,ham,I miss you so much I'm so desparate I have recorded the message you left for me the other day and listen to it just to hear the sound of your voice. I love you
993,993,ham,She just broke down a list of reasons why nobody's in town and I can't tell if she's being sarcastic or just faggy
994,994,spam,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 40 matches. Please call back on 09056242159 to retrieve your messages and matches cc100p/min
995,995,ham,Hmm. Shall i bring a bottle of wine to keep us amused? Just joking! I'll still bring a bottle. Red or white? See you tomorrow
996,996,spam,PRIVATE! Your 2003 Account Statement for 078
997,997,ham,Congrats ! Treat pending.i am not on mail for 2 days.will mail once thru.Respect mother at home.check mails.
998,998,ham,Yup bathe liao...
999,999,spam,"England v Macedonia - dont miss the goals/team news. Txt ur national team to 87077 eg ENGLAND to 87077 Try:WALES, SCOTLAND 4txt/Ì¼1.20 POBOXox36504W45WQ 16+"
1000,1000,ham,"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '"
1001,1001,ham,Short But Cute: \Be a good person
1002,1002,ham,Juz go google n search 4 qet...
1003,1003,ham,I HAVE A DATE ON SUNDAY WITH WILL!!
1004,1004,ham,Waiting 4 my tv show 2 start lor... U leh still busy doing ur report?
1005,1005,ham,Not tonight mate. Catching up on some sleep. This is my new number by the way. 
1006,1006,ham,Oh sorry please its over
1007,1007,ham,Check audrey's status right now
1008,1008,ham,"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL"
1009,1009,spam,You are being ripped off! Get your mobile content from www.clubmoby.com call 08717509990 poly/true/Pix/Ringtones/Games six downloads for only 3
1010,1010,spam,This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18+only
1011,1011,ham,"No i'm not. I can't give you everything you want and need. You actually could do better for yourself on yor own--you've got more money than i do. I can't get work, i can't get a man, i can't pay the rent, i can't even fill my fucking gas tank. yes, i'm stressed and depressed. I didn't even call home for thanksgiving cuz i'll have to tell them i,m up to nothing."
1012,1012,ham,I'll let you know when it kicks in
1013,1013,ham,Yup song bro. No creative. Neva test quality. He said check review online.
1014,1014,ham,Ok.
1015,1015,ham,Play w computer? Aiyah i tok 2 u lor?
1016,1016,spam,"1000's flirting NOW! Txt GIRL or BLOKE & ur NAME & AGE, eg GIRL ZOE 18 to 8007 to join and get chatting!"
1017,1017,ham,No my mum went 2 dentist.
1018,1018,ham,I'm job profile seems like bpo..
1019,1019,ham,Good morning princess! Have a great day!
1020,1020,ham,"Come to me right now, Ahmad"
1021,1021,ham,It's ok i noe u're busy but i'm really too bored so i msg u. I oso dunno wat colour she choose 4 me one.
1022,1022,ham,"Yo, the game almost over? Want to go to walmart soon"
1023,1023,ham,And I don't plan on staying the night but I prolly won't be back til late
1024,1024,ham,"Aight that'll work, thanks"
1025,1025,ham,Great. Never been better. Each day gives even more reasons to thank God
1026,1026,ham,Hi good mornin.. Thanku wish u d same..
1027,1027,ham,How come?
1028,1028,ham,Hi kindly give us back our documents which we submitted for loan from STAPATI
1029,1029,ham,"Oh yes, why is it like torture watching england?"
1030,1030,ham,Missed your call cause I was yelling at scrappy. Miss u. Can't wait for u to come home. I'm so lonely today.
1031,1031,ham,Don't fret. I'll buy the ovulation test strips and send them to you. You wont get them til like march. Can you send me your postal address.u'll be alright.Okay.
1032,1032,ham,Does she usually take fifteen fucking minutes to respond to a yes or no question
1033,1033,ham,"It's cool, let me know before it kicks off around  &lt;#&gt; , I'll be out and about all day"
1034,1034,spam,RGENT! This is the 2nd attempt to contact U!U have WON å£1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. maxå£7. 50
1035,1035,ham,Man this bus is so so so slow. I think you're gonna get there before me
1036,1036,ham,I anything lor...
1037,1037,ham,Hey hun-onbus goin 2 meet him. He wants 2go out 4a meal but I donyt feel like it cuz have 2 get last bus home!But hes sweet latelyxxx
1038,1038,ham,"idc get over here, you are not weaseling your way out of this shit twice in a row"
1039,1039,ham,She.s good. She was wondering if you wont say hi but she.s smiling now. So how are you coping with the long distance
1040,1040,ham,Then get some cash together and I'll text jason
1041,1041,ham,Can you use foreign stamps for whatever you send them off for? 
1042,1042,ham,Dad says hurry the hell up
1043,1043,ham,Its not the same here. Still looking for a job. How much do Ta's earn there.
1044,1044,ham,"Dont worry, 1 day very big lambu ji vl come..til then enjoy batchlor party:-)"
1045,1045,spam,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days
1046,1046,ham,"What do u reckon as need 2 arrange transport if u can't do it, thanks"
1047,1047,ham,Yo guess what I just dropped
1048,1048,ham,I am in hospital da. . I will return home in evening
1049,1049,ham,I borrow ur bag ok.
1050,1050,ham,"Mmmmmm ... I love you,so much, Ahmad ... I can't wait for this year to begin as every second takes me closer to being at your side. Happy New Year, my love!!"
1051,1051,ham,"Looks like you found something to do other than smoke, great job!"
1052,1052,ham,Sorry to be a pain. Is it ok if we meet another night? I spent late afternoon in casualty and that means i haven't done any of y stuff42moro and that includes all my time sheets and that. Sorry. 
1053,1053,ham,Jus finish watching tv... U?
1054,1054,ham,"That's good, because I need drugs"
1055,1055,ham,", ,  and  picking them up from various points | going 2 yeovil | and they will do the motor project 4 3 hours | and then u take them home. || 12 2 5.30 max. || Very easy"
1056,1056,ham,At home also.
1057,1057,ham,Yunny i'm walking in citylink now Ì_ faster come down... Me very hungry...
1058,1058,ham,Great to hear you are settling well. So what's happenin wit ola?
1059,1059,ham,"Evening * v good if somewhat event laden. Will fill you in, don't you worry Û_ Head * ok but throat * wrecked. See you at six then!"
1060,1060,spam,Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop www.gamb.tv
1061,1061,ham,East coast
1062,1062,ham,"Arngd marriage is while u r walkin unfortuntly a snake bites u. bt love marriage is dancing in frnt of d snake &amp; sayin Bite me, bite me."
1063,1063,ham,Hi:)did you asked to waheeda fathima about leave?
1064,1064,ham,No..but heard abt tat..
1065,1065,ham,Yep. I do like the pink furniture tho.
1066,1066,ham,"St andre, virgil's cream"
1067,1067,ham,I'm meeting Darren...
1068,1068,ham,did u get that message
1069,1069,ham,"I can't speak, bcaz mobile have problem. I can listen you but you cann't listen my voice. So i calls you later."
1070,1070,ham,ÌÏ log off 4 wat. It's sdryb8i
1071,1071,ham,"Ok. Can be later showing around 8-8:30 if you want + cld have drink before. Wld prefer not to spend money on nosh if you don't mind, as doing that nxt wk."
1072,1072,ham,Yar lor wait 4 my mum 2 finish sch then have lunch lor... I whole morning stay at home clean my room now my room quite clean... Hee...
1073,1073,ham,Boooo you always work. Just quit.
1074,1074,ham,Your brother is a genius
1075,1075,ham,This weekend is fine (an excuse not to do too much decorating)
1076,1076,ham,Yes.he have good crickiting mind
1077,1077,ham,"Sure, whenever you show the fuck up &gt;:("
1078,1078,ham,Short But Cute: \Be a good person
1079,1079,ham,WHO ARE YOU SEEING?
1080,1080,ham,"Height of \Oh shit....!!\"" situation: A guy throws a luv letter on a gal but falls on her brothers head whos a gay"
1081,1081,spam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed å£1000 cash or å£5000 prize!
1082,1082,ham,Havent shopping now lor i juz arrive only
1083,1083,ham,"Open rebtel with firefox. When it loads just put plus sign in the user name place, and it will show you two numbers. The lower number is my number. Once you pick that number the pin will display okay!"
1084,1084,ham,"Yeah, that's fine! It's å£6 to get in, is that ok? "
1085,1085,ham,Tell me they're female :V how're you throwing in? We're deciding what all to get now
1086,1086,ham,Eat at old airport road... But now 630 oredi... Got a lot of pple...
1087,1087,ham,"Hello baby, did you get back to your mom's ? Are you setting up the computer now ? Filling your belly ? How goes it loverboy ? I miss you already ... *sighs*"
1088,1088,ham,S:)s.nervous  &lt;#&gt; :)
1089,1089,ham,"Hi Shanil,Rakhesh here.thanks,i have exchanged the uncut diamond stuff.leaving back. Excellent service by Dino and Prem."
1090,1090,ham,Mm not entirely sure i understood that text but hey. Ho. Which weekend?
1091,1091,ham,K.i did't see you.:)k:)where are you now?
1092,1092,ham,Sindu got job in birla soft ..
1093,1093,ham,Alright took the morphine. Back in yo.
1094,1094,ham,Ok...
1095,1095,ham,Yup Ì_ not comin :-(
1096,1096,ham,How was txting and driving
1097,1097,ham,As in different styles?
1098,1098,ham,i can call in  &lt;#&gt;  min if thats ok
1099,1099,ham,Lol now I'm after that hot air balloon!
1100,1100,ham,Well at this right I'm gonna have to get up and check today's steam sales/pee so text me when you want me to come get you
1101,1101,ham,We walked from my moms. Right on stagwood pass right on winterstone left on victors hill. Address is &lt;#&gt;
1102,1102,ham,"Hurry up, I've been weed-deficient for like three days"
1103,1103,spam,Double your mins & txts on Orange or 1/2 price linerental - Motorola and SonyEricsson with B/Tooth FREE-Nokia FREE Call MobileUpd8 on 08000839402 or2optout/HV9D
1104,1104,ham,Ok...
1105,1105,ham,"Sorry, I'll call you  later. I am in meeting sir."
1106,1106,ham,Did you show him and wot did he say or could u not c him 4 dust?
1107,1107,ham,No other Valentines huh? The proof is on your fb page. Ugh I'm so glad I really DIDN'T watch your rupaul show you TOOL!
1108,1108,ham,"All done, all handed in. Don't know if mega shop in asda counts as celebration but thats what i'm doing!"
1109,1109,ham,dont make ne plans for nxt wknd coz she wants us to come down then ok
1110,1110,ham,"Beautiful Truth against Gravity.. Read carefully: \Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it..\"" GOOD NIGHT"""
1111,1111,ham,I see the letter B on my car
1112,1112,ham,U guys never invite me anywhere :(
1113,1113,ham,Looks like u wil b getting a headstart im leaving here bout 2.30ish but if u r desperate for my company I could head in earlier-we were goin to meet in rummer.
1114,1114,ham,happened here while you were adventuring
1115,1115,ham,"\Thinking of u ;) x\"""""
1116,1116,ham,"Goodmorning,my grandfather expired..so am on leave today."
1117,1117,ham,Why she wants to talk to me
1118,1118,ham,\CAN I PLEASE COME UP NOW IMIN TOWN.DONTMATTER IF URGOIN OUTL8R
1119,1119,ham,Were trying to find a Chinese food place around here
1120,1120,ham,ÌÏ no home work to do meh... 
1121,1121,ham,I love working from home :)
1122,1122,ham,"Sorry, my battery died, I can come by but I'm only getting a gram for now, where's your place?"
1123,1123,ham,"Uh, heads up we don't have THAT much left"
1124,1124,ham,Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL
1125,1125,ham,Those cocksuckers. If it makes you feel better ipads are worthless garbage novelty items and you should feel bad for even wanting one
1126,1126,ham,How is your schedule next week? I am out of town this weekend.
1127,1127,ham,Great! So what attracts you to the brothas?
1128,1128,ham,"God picked up a flower and dippeditinaDEW, lovingly touched itwhichturnedinto u, and the he gifted tomeandsaid,THIS FRIEND IS 4U"
1129,1129,ham,Please dont say like that. Hi hi hi
1130,1130,spam,FREE entry into our å£250 weekly competition just text the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk
1131,1131,ham,But i haf enuff space got like 4 mb...
1132,1132,ham,soon you will have the real thing princess! Do i make you wet? :)
1133,1133,ham,Don't forget who owns you and who's private property you are ... And be my good boy always .. *passionate kiss*
1134,1134,ham,Wot u up 2 u weirdo?
1135,1135,ham,Dont put your phone on silent mode ok
1136,1136,spam,2/2 146tf150p
1137,1137,ham,Where wuld I be without my baby? The thought alone mite break me and I donåÕt wanna go crazy but everyboy needs his lady xxxxxxxx
1138,1138,ham,Then she dun believe wat?
1139,1139,ham,Kay... Since we are out already 
1140,1140,ham,here is my new address -apples&pairs&all that malarky
1141,1141,ham,Yeah get the unlimited
1142,1142,ham,God bless.get good sleep my dear...i will pray!
1143,1143,ham,Cbe is really good nowadays:)lot of shop and showrooms:)city is shaping good.
1144,1144,spam,No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info
1145,1145,spam,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!"
1146,1146,ham,Fffff. Can you text kadeem or are you too far gone
1147,1147,ham,"Haha, my legs and neck are killing me and my amigos are hoping to end the night with a burn, think I could swing by in like an hour?"
1148,1148,ham,You have to pls make a note of all she.s exposed to. Also find out from her school if anyone else was vomiting. Is there a dog or cat in the house? Let me know later.
